Asmir Begovic,G,35,0,0,0
Jack Butland,G,3,0,0,0
Thomas Sorensen,G,0,0,0,0
Phillip Bardsley,D,24,1,0,1
Geoff Cameron,D,21,6,0,1
Marc Muniesa,D,14,5,0,0
Erik Pieters,D,29,2,0,2
Ryan Shawcross,D,32,0,2,1
Dionatan Teixeira,D,0,1,0,0
Andy Wilkinson,D,0,0,0,0
Marc Wilson,D,25,2,0,0
Philipp Wollscheid,D,12,0,0,0
Charlie Adam,M,15,14,7,1
Stephen Ireland,M,11,6,0,3
Victor Moses,M,19,0,3,3
Steven N'Zonzi,M,38,0,3,1
Wilson Palacios,M,0,0,0,0
Oliver Shenton,M,0,1,0,0
Steve Sidwell,M,5,7,0,0
Glenn Whelan,M,26,2,0,0
Marko Arnautovic,F,20,9,1,5
Peter Crouch,F,17,16,8,2
Mame Diouf,F,28,6,11,3
Bojan Krkic,F,14,2,4,1
Peter Odemwingie,F,1,6,0,0
Jonathan Walters,F,28,4,8,4
