Asmir Begovic,G,28,0,0,0
Carlo Nash,G,0,0,0,0
Thomas Sorensen,G,10,0,0,0
Danny Collins,D,23,2,0,0
Andrew Davies,D,--,--,--,--
Carl Dickinson,D,--,--,--,--
Abdoulaye Faye,D,12,2,1,0
Danny Higginbotham,D,9,1,2,0
Robert Huth,D,35,0,6,2
Ryan Shawcross,D,36,0,1,0
Ryan Shotton,D,0,2,0,0
Ibrahima Sonko,D,--,--,--,--
Andy Wilkinson,D,21,1,0,1
Marc Wilson,D,21,7,1,1
Diego Arismendi,M,--,--,--,--
Florent Cuvelier,M,--,--,--,--
Rory Delap,M,33,4,2,1
Salif Diao,M,3,5,0,0
Matthew Etherington,M,30,2,5,6
Matthew Lund,M,--,--,--,--
Ben Marshall,M,--,--,--,--
Jermaine Pennant,M,26,3,3,8
Danny Pugh,M,5,5,0,0
Tom Soares,M,0,0,0,0
Michael Tonge,M,0,2,0,0
Glenn Whelan,M,14,15,0,1
Dean Whitehead,M,31,6,2,1
John Carew,F,13,7,1,1
Ricardo Fuller,F,9,19,4,1
Eidur Gudjohnsen,F,--,--,--,--
Kenwyne Jones,F,33,1,9,0
Louis Moult,F,--,--,--,--
Mamady Sidibe,F,0,2,0,0
Jonathan Walters,F,27,9,6,2
