Asmir Begovic,G,38,0,0,0
Carlo Nash,G,--,--,0,0
Thomas Sorensen,G,0,0,0,0
Geoff Cameron,D,29,6,0,1
Robert Huth,D,35,0,1,0
Ryan Shawcross,D,37,0,1,1
Ryan Shotton,D,20,3,0,1
Andy Wilkinson,D,19,5,0,0
Marc Wilson,D,19,0,0,0
Charlie Adam,M,22,5,3,2
Michael Clarkson,M,--,--,--,--
Florent Cuvelier,M,0,0,0,0
Lucas Dawson,M,--,--,--,--
Rory Delap,M,0,1,0,0
Matthew Etherington,M,21,10,0,0
Michael Kightly,M,14,8,3,1
Jamie Ness,M,0,0,0,0
Steven N'Zonzi,M,35,0,1,0
Wilson Palacios,M,0,4,0,0
Jermaine Pennant,M,1,0,0,0
Brek Shea,M,0,2,0,0
Glenn Whelan,M,31,1,0,4
Dean Whitehead,M,12,14,1,0
Peter Crouch,F,28,6,7,4
Cameron Jerome,F,8,18,3,3
Kenwyne Jones,F,10,16,3,2
Michael Owen,F,0,8,1,0
Jonathan Walters,F,38,0,8,1
