Vito Mannone,G,10,0,0,0
Costel Pantilimon,G,28,0,0,0
Jordan Pickford,G,0,0,0,0
Tom Beadling,D,--,--,--,--
Wes Brown,D,23,2,0,0
Sebastin Coates,D,9,1,0,0
Billy Jones,D,14,0,0,0
John O'Shea,D,37,0,0,0
Anthony Reveillere,D,16,1,0,1
Thomas Robson,D,0,0,0,0
Patrick Van Aanholt,D,26,2,0,5
Santiago Vergini,D,28,3,0,0
Liam Agnew,M,0,0,0,0
Liam Bridcutt,M,10,8,0,2
William Buckley,M,9,13,0,2
Lee Cattermole,M,26,2,1,0
Emanuele Giaccherini,M,2,6,0,0
Jordi Gmez,M,22,7,4,2
George Honeyman,M,0,0,0,0
Adam Johnson,M,23,9,4,1
Jack Rodwell,M,17,6,3,0
Martin Smith,M,--,--,--,--
Ricardo lvarez,M,5,8,0,0
Jermain Defoe,F,17,0,4,0
Steven Fletcher,F,20,10,5,2
Danny Graham,F,7,7,1,0
Duncan Watmore,F,0,0,0,0
Connor Wickham,F,31,5,5,1
