Trevor Carson,G,0,0,0,0
Craig Gordon,G,15,0,0,0
Simon Mignolet,G,23,0,0,0
Blair Adams,D,0,0,0,0
Marcos Angeleri,D,0,2,0,0
Phillip Bardsley,D,32,2,3,1
Titus Bramble,D,22,1,0,0
Anton Ferdinand,D,23,4,0,0
Michael Kay,D,--,--,--,--
Matthew Kilgallon,D,--,--,--,--
Louis Laing,D,0,1,0,0
Michael Liddle,D,--,--,--,--
George McCartney,D,--,--,--,--
John Mensah,D,15,3,0,1
Jean Yves Mvoto Owono,D,--,--,--,--
Nyron Nosworthy,D,--,--,--,--
Nedum Onuoha,D,31,0,1,1
Michael Turner,D,15,0,0,0
Lee Cattermole,M,22,1,0,0
Jack Colback,M,6,5,0,0
Ahmed Elmohamady,M,26,10,0,2
Jordan Henderson,M,37,0,3,4
Billy Knott,M,0,0,0,0
Steed Malbranque,M,24,11,0,3
David Meyler,M,4,1,0,0
Sulley Muntari,M,7,2,0,2
Liam Noble,M,--,--,--,--
Adam Reed,M,0,0,0,0
Kieran Richardson,M,23,3,4,3
Cristian Riveros,M,5,7,1,0
Stephane Sessegnon,M,13,1,3,2
Robbie Weir,M,--,--,--,--
Boudewijn Zenden,M,10,17,2,3
Fraizer Campbell,F,3,0,0,0
Jordan Cook,F,0,3,0,0
Asamoah Gyan,F,20,11,10,4
Craig Lynch,F,0,2,0,0
Ryan Noble,F,0,3,0,0
Oumare Tounkara,F,--,--,--,--
Danny Welbeck,F,21,5,6,1
