Trevor Carson,G,--,--,0,0
Marton Fulop,G,26,0,0,0
Craig Gordon,G,12,0,0,0
Russell Anderson,D,--,--,--,--
Phillip Bardsley,D,27,1,0,0
Danny Collins,D,35,0,1,2
Paulo Da Silva,D,--,--,--,--
Anton Ferdinand,D,31,0,0,0
Michael Kay,D,--,--,--,--
Michael Liddle,D,--,--,--,--
George McCartney,D,16,1,0,0
Paul McShane,D,17,3,1,0
Jean Yves Mvoto Owono,D,--,--,--,--
Nyron Nosworthy,D,16,0,0,0
Jack Colback,M,0,0,0,0
Carlos Edwards,M,6,16,0,1
Jordan Henderson,M,0,1,0,0
Grant Leadbitter,M,12,11,2,0
Nathan Luscombe,M,--,--,--,--
Steed Malbranque,M,34,2,1,8
David Meyler,M,0,0,0,0
Andy Reid,M,20,12,1,4
Kieran Richardson,M,31,1,4,2
Teemu Tainio,M,18,3,0,0
Dean Whitehead,M,30,4,0,0
Fraizer Campbell,F,--,--,--,--
David Dowson,F,--,--,--,--
David Healy,F,0,10,1,1
Kenwyne Jones,F,25,4,10,2
Daryl Murphy,F,6,17,0,1
Roy  O'Donovan,F,--,--,--,--
Anthony Stokes,F,0,2,0,0
Martin Waghorn,F,1,0,0,0
