Trevor Carson,G,--,--,0,0
Marton Fulop,G,1,0,0,0
Craig Gordon,G,34,0,0,0
Darren Ward,G,3,0,0,0
Russell Anderson,D,0,1,0,0
Phillip Bardsley,D,11,0,0,0
Danny Collins,D,32,4,1,1
Gavin Donoghue,D,--,--,--,--
Jonathan Evans,D,15,0,0,0
Ian Harte,D,3,5,0,0
Peter Hartley,D,--,--,--,--
Danny Higginbotham,D,21,0,3,0
Michael Kay,D,0,0,0,0
Paul McShane,D,21,1,0,0
Jean Yves Mvoto Owono,D,--,--,--,--
Nyron Nosworthy,D,29,0,0,1
Stanislav Varga,D,--,--,--,--
Martin Waghorn,D,1,2,0,0
Stephen Wright,D,--,--,--,--
Billy Dennehy,M,--,--,--,--
Carlos Edwards,M,11,2,0,0
Dickson Etuhu,M,18,2,1,1
Grant Leadbitter,M,17,14,2,5
Liam Miller,M,16,8,1,3
Roy  O'Donovan,M,4,13,0,0
Andy Reid,M,11,2,1,2
Kieran Richardson,M,15,2,3,2
Ross Wallace,M,18,3,2,2
Dean Whitehead,M,27,0,1,2
Dwight Yorke,M,17,3,1,0
Michael Chopra,F,21,12,6,1
Andrew Cole,F,3,4,0,0
David Connolly,F,1,2,0,0
David Dowson,F,--,--,--,--
Kenwyne Jones,F,33,0,7,10
Daryl Murphy,F,20,8,3,3
Rade Prica,F,0,6,1,0
Anthony Stokes,F,8,12,1,0
