Alan Blayney,G,2,0,0,0
Antti Niemi,G,28,0,0,0
Michael Poke,G,--,--,0,0
Paul Smith,G,--,--,0,0
Chris Baird,D,1,3,0,0
Stephen Crainey,D,5,0,0,1
Martin Cranie,D,1,0,0,0
Jason Dodd,D,27,1,1,2
Fitz Hall,D,7,4,0,0
Danny Higginbotham,D,24,3,0,0
Darren Kenton,D,3,4,0,0
Graeme Le Saux,D,19,0,0,2
Claus Lundekvam,D,31,0,1,2
Matthew Mills,D,--,--,--,--
Tim Sparv,D,--,--,--,--
Michael Svensson,D,26,0,2,1
Michael Williamson,D,--,--,--,--
Jelle van Damme,D,--,--,--,--
Feliciano Condesso,M,--,--,--,--
Arron Davies,M,--,--,--,--
Rory Delap,M,26,1,1,2
Fabrice Fernandes,M,21,6,1,0
Yoann Folly,M,9,0,0,0
Simon Gillett,M,--,--,--,--
Leandre Griffit,M,2,3,2,0
Neil McCann,M,9,9,0,0
Matt Oakley,M,7,0,0,1
David Prutton,M,22,5,1,3
Andrew Surman,M,--,--,--,--
Anders Svensson,M,17,13,0,1
Paul Telfer,M,33,4,0,1
James Beattie,F,32,5,14,6
Leon Best,F,--,--,--,--
Dexter Blackstock,F,--,--,--,--
Agustin Delgado,F,0,4,0,0
Kenwyne Jones,F,--,--,--,--
Brett Ormerod,F,14,8,5,0
Marians Pahars,F,6,8,2,1
Kevin Phillips,F,28,6,13,2
