Alan Blayney,G,--,--,0,0
Zac  Jones,G,--,--,0,0
Andrew McNeil,G,--,--,0,0
Antti Niemi,G,--,--,0,0
Michael Poke,G,--,--,0,0
Paul Smith,G,--,--,0,0
Chris Baird,D,--,--,--,--
Olivier Bernard,D,--,--,--,--
Jim Brennan,D,--,--,--,--
Feli,D,--,--,--,--
Martin Cranie,D,--,--,--,--
Calum Davenport,D,--,--,--,--
Jason Dodd,D,--,--,--,--
Danny Higginbotham,D,--,--,--,--
Andreas Jakobsson,D,--,--,--,--
Darren Kenton,D,--,--,--,--
Graeme Le Saux,D,--,--,--,--
Claus Lundekvam,D,--,--,--,--
Matthew Mills,D,--,--,--,--
Craig Richards,D,--,--,--,--
Tim Sparv,D,--,--,--,--
Michael Svensson,D,--,--,--,--
Vlastimil Vidlicka,D,--,--,--,--
Alaeddine Yahia,D,--,--,--,--
Richard Chaplow,M,--,--,--,--
Arron Davies,M,--,--,--,--
Rory Delap,M,--,--,--,--
Nathan Dyer,M,--,--,--,--
Fabrice Fernandes,M,--,--,--,--
Yoann Folly,M,--,--,--,--
Leandre Griffit,M,--,--,--,--
Kenwyne Jones,M,--,--,--,--
Neil McCann,M,--,--,--,--
David McGoldrick,M,--,--,--,--
Mikael Nilsson,M,--,--,--,--
Matt Oakley,M,--,--,--,--
David Prutton,M,--,--,--,--
Nigel Quashie,M,--,--,--,--
Jamie Redknapp,M,--,--,--,--
Andrew Surman,M,--,--,--,--
Anders Svensson,M,--,--,--,--
Marcelo Tejera,M,--,--,--,--
Paul Telfer,M,--,--,--,--
Jo Tessem,M,--,--,--,--
Jelle van Damme,M,--,--,--,--
Leon Best,F,--,--,--,--
Dexter Blackstock,F,--,--,--,--
Henri Camara,F,--,--,--,--
Peter Crouch,F,--,--,--,--
Eddie Odhiambo,F,--,--,--,--
Marians Pahars,F,--,--,--,--
Kevin Phillips,F,--,--,--,--
Theo Walcott,F,--,--,--,--
