Robert Green,G,38,0,0,0
James Walker,G,0,0,0,0
Richard Wright,G,0,0,0,0
James Collins,D,2,1,0,0
Calum Davenport,D,--,--,--,--
Anton Ferdinand,D,22,3,2,1
Daniel Gabbidon,D,8,2,0,0
George McCartney,D,38,0,1,4
Lucas Neill,D,34,0,0,2
John Pantsil,D,4,10,0,0
Jonathan Spector,D,13,13,0,1
James Tomkins,D,5,1,0,0
Matthew Upson,D,29,0,1,2
Lee Bowyer,M,12,3,4,2
Jack Collison,M,1,1,0,0
Kieron Courtney Dyer,M,2,0,0,0
Matthew Etherington,M,15,3,3,1
Julien Faubert,M,4,3,0,0
Lee Hales,M,--,--,--,--
Freddie Ljungberg,M,22,3,2,3
Hayden Mullins,M,32,2,0,0
Mark Noble,M,25,6,3,4
Scott Parker,M,17,1,1,0
Nigel Quashie,M,--,--,--,--
 Nolberto Solano,M,14,10,4,1
Dean Ashton,F,20,11,10,0
Craig Bellamy,F,7,1,2,2
Luis Boa Morte,F,18,9,0,3
Henri Camara,F,3,7,0,1
Carlton Cole,F,21,10,4,9
Jack Jeffrey,F,--,--,--,--
Fred Sears,F,1,6,1,0
Bobby Zamora,F,11,2,1,2
