Paul Robinson,G,38,0,0,0
Benot Assou-Calum Davenport,D,1,3,0,0
Michael Dawson,D,31,1,0,2
Anthony Gardner,D,16,1,0,0
Tom Huddlestone,D,0,4,0,1
Ledley King,D,26,0,3,1
Lee Young-Pyo,D,31,0,0,1
Michael Carrick,M,35,0,2,6
Edgar Davids,M,28,3,1,1
Jermaine Jenas,M,30,0,6,3
Aaron Lennon,M,21,6,2,3
Danny Murphy,M,2,8,0,0
Jamie O'Wayne Routledge,M,2,1,0,0
Paul Stalteri,M,33,0,1,1
Teemu Tainio,M,22,2,1,4
Lee Barnard,F,0,3,0,0
Jermain Defoe,F,23,13,9,5
Robbie Keane,F,25,11,16,3
Grzegorz Rasiak,F,4,4,0,0
Andy Reid,F,7,6,0,0
