Radek Cerny,G,13,0,0,0
Paul Robinson,G,25,0,0,0
Troy Archibald-Benot Assou-Ekotto,D,1,0,0,0
Gareth Bale,D,8,0,2,0
Pascal Chimbonda,D,31,1,2,5
Michael Dawson,D,26,1,1,0
Chris Gunter,D,1,1,0,0
Alan Hutton,D,14,0,0,1
Younes Kaboul,D,19,2,3,1
Ledley King,D,4,0,0,0
Lee Young-Pyo,D,17,1,0,0
Gilberto Melo,D,3,3,1,0
Ricardo Rocha,D,4,1,0,0
Jonathan Woodgate,D,28,0,1,0
Kevin-Prince Boateng,M,7,6,0,0
Tom Huddlestone,M,18,10,3,7
Jermaine Jenas,M,28,1,4,6
Aaron Lennon,M,25,5,2,5
Steed Malbranque,M,35,2,4,4
Jamie O'Hara,M,9,8,1,0
Adel Taarabt,M,0,6,0,0
Teemu Tainio,M,6,10,0,0
Didier Zokora,M,25,3,0,0
Darren Bent,F,11,17,6,5
Dimitar Berbatov,F,33,3,15,11
Robbie Keane,F,32,4,15,7
