Radek Cerny,G,2,1,0,0
Paul Robinson,G,36,0,0,0
Goran Bunjevcevic,D,2,1,0,0
Calum Davenport,D,0,1,0,0
Michael Dawson,D,5,0,0,0
Erik Edman,D,28,0,1,0
Anthony Gardner,D,8,9,0,0
Philip Ifil,D,2,0,0,0
Stephen Kelly,D,13,4,2,0
Ledley King,D,38,0,2,0
Noureddine Naybet,D,27,0,1,0
Noe Pamarot,D,23,0,1,1
Reto Ziegler,D,12,11,1,2
Michael Brown,M,20,4,1,3
Michael Carrick,M,26,3,0,6
Sean Davis,M,11,4,0,2
Johnnie Jackson,M,3,5,0,0
Dean Marney,M,3,2,2,1
Pedro Mendes,M,22,2,1,1
Jermain Defoe,F,28,7,13,1
Frederic Kanout,F,22,10,7,6
Robbie Keane,F,23,12,12,4
Hossam Mido,F,4,5,2,0
Andy Reid,F,13,0,1,1
Mark Yeates,F,0,2,0,0
