Shay Given,G,37,0,0,0
Steve Harper,G,--,--,0,0
Olivier Bernard,D,34,0,1,4
Titus Bramble,D,26,2,0,0
Robbie Elliott,D,--,--,--,--
Aaron Hughes,D,33,0,0,0
Andrew O'Brien,D,27,1,1,0
Peter Ramage,D,--,--,--,--
Steven Taylor,D,1,0,0,0
Jonathan Woodgate,D,17,0,0,1
Darren Ambrose,M,10,14,2,1
Lee Bowyer,M,17,7,2,2
Martin Brittain,M,0,1,0,0
Nicky Butt,M,--,--,--,--
Kieron Courtney Dyer,M,24,0,1,4
Jermaine Jenas,M,25,5,2,1
Jamie McClen,M,--,--,--,--
James Milner,M,--,--,--,--
Alan O'Brien,M,--,--,--,--
Laurent Robert,M,30,4,6,7
Shola Ameobi,F,17,8,7,2
Craig Bellamy,F,13,3,4,0
Michael Chopra,F,1,5,0,0
Lewis Guy,F,--,--,--,--
Patrick Kluivert,F,--,--,--,--
Alan Shearer,F,36,0,22,4
