Danny Coyne,G,1,3,0,0
Conrad Logan,G,--,--,0,0
Ian Walker,G,37,0,0,0
Peter Canero,D,2,5,0,0
Nikos Dabizas,D,18,0,0,0
Matt Elliott,D,3,4,0,1
Richard Stearman,D,--,--,--,--
Stephen Dawson,M,--,--,--,--
Keith Gillespie,M,7,5,0,0
Jason McAteer,M,--,--,--,--
Lilian Nalis,M,11,9,1,1
Levi Porter,M,--,--,--,--
Jordan Stewart,M,16,9,1,2
Danny Tiatto,M,--,--,--,--
Jason Wilcox,M,--,--,--,--
Gareth Williams,M,--,--,--,--
Trevor Benjamin,F,2,2,0,0
Louis Dodds,F,--,--,--,--
Dion Dublin,F,--,--,--,--
Lee Morris,F,--,--,--,--
Chris O'Grady,F,--,--,--,--
James Scowcroft,F,33,2,5,2
Tommy Wright,F,--,--,--,--
