Ben Hamer,G,8,0,0,0
Conrad Logan,G,--,--,0,0
Kasper Schmeichel,G,24,0,0,0
Mark Schwarzer,G,6,0,0,0
Adam Smith,G,0,0,0,0
Zoumana Bakayogo,D,--,--,--,--
Ritchie De Laet,D,20,6,0,1
Robert Huth,D,14,1,1,0
Paul Konchesky,D,26,0,1,1
Liam Moore,D,10,1,0,0
Wes Morgan,D,37,0,2,2
Jefferey Schlupp,D,30,2,3,2
Danny Simpson,D,14,1,0,0
Matthew Upson,D,5,0,0,0
Marcin Wasilewski,D,22,3,1,1
Marc Albrighton,M,10,8,2,3
Jack Barmby,M,--,--,--,--
Esteban Cambiasso,M,27,4,5,1
Daniel Drinkwater,M,16,7,0,0
Dean Hammond,M,9,3,0,0
Matthew James,M,20,7,0,1
Andy King,M,16,8,2,0
Anthony Knockaert,M,3,6,0,0
Riyad Mahrez,M,25,5,4,3
Ryan Watson,M,--,--,--,--
Andrej Kramaric,F,6,7,2,0
Tom Lawrence,F,0,3,0,0
David Nugent,F,17,13,5,2
Leonardo Ulloa,F,29,8,11,3
Jamie Vardy,F,26,8,5,8
Chris Wood,F,0,7,1,0
