2002,20,Sunderland,21,65,44,19
2005,20,Sunderland,26,69,43,15
2007,15,Sunderland,36,59,23,39
2008,16,Sunderland,34,54,20,36
2009,13,Sunderland,48,56,8,44
2010,10,Sunderland,45,56,-11,47
2011,13,Sunderland,45,46,-1,45
2012,17,Sunderland,41,54,-13,39
2013,14,Sunderland,41,60,-19,38
2014,16,Sunderland,31,53,-22,38
2015,18,Sunderland,40,58,-18,32
