2003,16,Aston Villa,42,47,5,45
2004,6,Aston Villa,48,44,4,56
2005,10,Aston Villa,45,52,7,47
2006,16,Aston Villa,42,55,13,42
2007,11,Aston Villa,43,41,2,50
2008,6,Aston Villa,71,51,20,60
2009,6,Aston Villa,54,48,6,62
2010,6,Aston Villa,52,39,13,64
2011,9,Aston Villa,48,59,-11,48
2012,16,Aston Villa,37,53,-16,38
2013,15,Aston Villa,47,69,-22,41
2014,15,Aston Villa,39,61,-22,38
2015,17,Aston Villa,31,57,-26,38
2016,20,Aston Villa,27,72,-45,16
