2002,10,Tottenham,51,62,11,50
2003,14,Tottenham,47,57,10,45
2004,9,Tottenham,47,41,6,52
2005,5,Tottenham,53,38,15,65
2006,5,Tottenham,57,54,3,60
2007,11,Tottenham,66,61,5,46
2008,8,Tottenham,45,45,0,51
2009,4,Tottenham,67,41,26,70
2010,5,Tottenham,55,46,+9,62
2011,4,Tottenham,66,41,+25,69
2012,5,Tottenham,66,46,+20,72
2013,6,Tottenham,55,51,+4,69
2014,5,Tottenham,58,53,+5,64
2015,2,Tottenham,67,28,39,70
