2002,18,West Ham,42,59,17,42
2005,9,West Ham,52,55,3,55
2006,15,West Ham,35,59,24,41
2007,10,West Ham,42,50,8,49
2008,9,West Ham,42,45,3,51
2009,17,West Ham,47,66,19,35
2010,20,West Ham,43,70,-27,33
2012,10,West Ham,45,53,-8,46
2013,13,West Ham,40,51,-11,40
2014,12,West Ham,44,47,-3,47
2015,6,West Ham,60,43,17,59
