Petr Cech,G,6,1,0,0
Thibaut Courtois,G,32,0,0,0
Csar Azpilicueta,D,29,0,0,3
Gary Cahill,D,33,3,1,0
Andreas Christensen,D,0,1,0,0
Branislav Ivanovic,D,38,0,4,5
Filipe Lus,D,9,6,0,0
John Terry,D,38,0,5,0
Kurt Zouma,D,7,8,0,0
Juan Cuadrado,M,4,8,0,0
Willian,M,28,8,2,3
Cesc Fbregas,M,33,1,3,18
Eden Hazard,M,38,0,14,9
Ruben Loftus-Cheek,M,2,1,0,0
Nemanja Matic,M,35,1,1,3
John Obi Mikel,M,6,12,0,1
Ramires,M,12,12,2,4
Oscar,M,26,2,6,8
Isaiah Brown,F,0,1,0,0
Didier Drogba,F,8,20,4,1
Loc Rmy,F,8,13,7,0
Diego Costa,F,24,2,20,3
