Mario Stanic,5600000,In,1999
Joe Sheerin,Free,Out,1999
Eidur Gudjohnsen,5000000,In,1999
Bjarne Goldbaek,650000,Out,1999
Jimmy-Floyd Hasselbaink,15000000,In,1999
Steve Hampshire,Signed,Out,1999
Rati Aleksidze,Signed,In,1999
Michael Duberry,4500000,Out,1999
Emerson Thome,2700000,In,1999
Andy Myers,800000,Out,1999
Stuart Reddington,Unknown,In,1999
Eddie Newton,Free,Out,1999
Gabriele Ambrosetti,3500000,In,1999
Dmitri Kharin,Free,Out,1999
Jes Hogh,300000,In,1999
Brian Laudrup,2000000,Out,1999
Chris Sutton,10000000,In,1999
Didier Deschamps,3000000,In,1999
Mario Melchiot,Free,In,1999
Bjarne Goldbaek,330000,In,1998
David Lee,Free,Out,1998
Samuele Dalla Bona,Unknown,In,1998
Brian Laudrup,Unknown,Out,1998
Luca Percassi,Signed,In,1998
Frank Sinclair,2000000,Out,1998
Mikael Forssell,Free,Out,1998
Albert Ferrer,2200000,In,1997
Mark Hughes,650000,Out,1997
Brian Laudrup,Free,In,1997
Mark Stein,Free,Out,1997
Pierluigi Casiraghi,5400000,In,1997
Nick Colgan,Free,Out,1997
Graeme Le Saux,7000000,In,1997
Danny Granville,1600000,Out,1997
Tore-Andre Flo,300000,In,1997
Joe Dolan,Free,Out,1997
Frode Grodas,250000,Out,1997
Danny Potter,Free,Out,1997
Jimmy Aggrey,Free,Out,1997
Craig Burley,2500000,Out,1997
Gustavo Poyet,Free,In,1996
Scott Minto,Free,Out,1996
Bernard Lambourde,1500000,In,1996
Terry Phelan,850000,Out,1996
Ed de Goey,2250000,In,1996
Gavin Peacock,800000,Out,1996
Celestine Babayaro,2250000,In,1996
John Spencer,2500000,Out,1996
Danny Granville,300000,In,1996
Russell Kelly,Free,Out,1996
Gianfranco Zola,4500000,In,1996
Anthony Barness,165000,Out,1996
Frode Grodas,Free,In,1996
Frank Leboeuf,2500000,In,1995
Paul Furlong,1500000,Out,1995
Roberto Di Matteo,4900000,In,1995
Ritchie Hanlon,Free,Out,1995
Gianluca Vialli,Free,In,1995
Muzzy Izzet,650000,Out,1995
Dan Petrescu,2300000,In,1995
Zeke Rowe,Free,Out,1995
Junior Mendes,,,1995
Terry Skiverton,Free,Out,1995
Darren Barnard,750000,Out,1995
Robert Fleck,650000,Out,1995
Andy Dow,125000,Out,1995
Mark Hughes,1500000,In,1994
David Hopkin,850000,Out,1994
Ruud Gullit,Free,In,1994
Neil Shipperley,1250000,Out,1994
David Rocastle,1250000,In,1994
Scott Minto,775000,In,1993
Damian Matthew,150000,Out,1993
Paul Furlong,2300000,In,1993
Dave Beasant,300000,Out,1993
Mark Stein,1500000,In,1993
Steve Livingstone,140000,Out,1993
Gavin Peacock,1250000,In,1993
Ian Pearce,300000,Out,1993
Jakob Kjeldberg,400000,In,1993
Graham Stuart,850000,Out,1993
Andy Dow,250000,In,1992
Andy Townsend,2100000,Out,1992
Steve Livingstone,350000,In,1992
Graeme Le Saux,700000,Out,1992
Dmitri Kharin,200000,In,1992
Mick Harford,250000,Out,1992
David Hopkin,300000,In,1992
Joe Allon,275000,Out,1992
Nigel Spackman,485000,In,1992
Vinny Jones,700000,Out,1992
Anthony Barness,350000,In,1992
Ken Monkou,750000,Out,1992
Mick Harford,300000,In,1992
Robert Fleck,2100000,In,1992
John Spencer,450000,In,1992
Nick Colgan,Signed,In,1992
Mai Donaghy,150000,In,1992
