Marco Ambrosio,G,8,0,0,0
Carlo Cudicini,G,25,0,0,0
Yves Ma-Neil Sullivan,G,4,0,0,0
Celestine Babayaro,D,4,1,1,2
Wayne Bridge,D,33,0,1,3
Marcel Desailly,D,15,0,0,1
William Gallas,D,22,6,0,0
Robert Huth,D,8,8,0,0
Glen Johnson,D,16,2,3,1
John Terry,D,32,0,2,1
Joe Cole,M,18,17,1,3
Damien Duff,M,16,6,5,10
Geremi,M,19,6,1,3
Jesper Gronkjaer,M,18,12,2,2
Frank Lampard,M,37,0,10,7
Claude Makelele,M,25,4,0,2
Alexis Nicolas,M,1,1,0,0
Scott Parker,M,27,4,3,2
Mario Stanic,M,0,2,0,0
Hernn Crespo,F,13,6,10,0
Filipe Oliveira,F,0,1,0,0
Eidur Gudjohnsen,F,16,9,6,2
Jimmy Floyd Hasselbaink,F,21,8,13,5
Adrian Mutu,F,21,4,6,4
