Petr Cech,G,34,0,0,0
Mark Schwarzer,G,4,0,0,0
Nathan Ak,D,0,1,0,0
Csar Azpilicueta,D,26,3,0,0
Gary Cahill,D,29,1,1,1
Ashley Cole,D,15,2,0,2
Branislav Ivanovic,D,36,0,3,1
Tomas Kalas,D,2,0,0,0
David Luiz,D,15,4,0,1
John Terry,D,34,0,2,1
Willian,M,18,7,4,2
Frank Lampard,M,20,6,6,3
Nemanja Matic,M,15,2,0,4
John Obi Mikel,M,11,13,1,1
Mohamed Salah,M,6,4,2,1
Ramires,M,29,1,1,2
John Swift,M,0,1,0,0
Oscar,M,24,9,8,2
Marco van Ginkel,M,0,2,0,0
Demba Ba,F,5,14,5,1
Samuel Eto'o,F,16,5,9,2
Eden Hazard,F,32,3,14,7
Andr Schrrle,F,15,15,8,2
Fernando Torres,F,17,12,5,5
