David Ospina,G,18,0,0,0
Wojciech Szczesny,G,17,0,0,0
Hector Bellerin,D,17,3,2,1
Calum Chambers,D,17,6,1,1
Mathieu Debuchy,D,10,0,1,0
Kieran Gibbs,D,18,4,0,3
Laurent Koscielny,D,26,1,3,0
Per Mertesacker,D,35,0,0,1
Nacho Monreal,D,26,2,0,1
Stefan O'Gabriel Paulista,D,4,2,0,1
Mikel Arteta,M,6,1,0,1
Santi Cazorla,M,33,4,7,11
Francis Coquelin,M,19,3,0,0
Mathieu Flamini,M,15,8,1,1
Ainsley Maitland-Niles,M,0,1,0,0
Alex Oxlade-Chamberlain,M,17,6,1,1
Aaron Ramsey,M,23,6,6,6
Tomas Rosicky,M,5,10,2,1
Jack Wilshere,M,9,5,2,1
Mesut zil,M,21,1,4,5
Olivier Giroud,F,21,6,14,3
Alexis Snchez,F,34,1,16,8
Theo Walcott,F,4,10,5,0
Danny Welbeck,F,18,9,4,3
