Manuel Almunia,G,8,0,0,0
Lukasz Fabianski,G,14,0,0,0
Jens Lehmann,G,1,0,0,0
Wojciech Szczesny,G,15,0,0,0
Gal Clichy,D,33,0,0,1
Johan Djourou,D,20,2,1,0
Kieran Gibbs,D,4,3,0,0
Laurent Koscielny,D,30,0,2,0
Bacary Sagna,D,33,0,1,3
Sebastien Squillaci,D,20,2,1,0
Thomas Vermaelen,D,5,0,0,1
Abou Diaby,M,13,3,2,3
Andrey Arshavin,M,25,12,6,11
Emmanuel Ebou,M,8,5,1,0
Jay Emmanuel-Thomas,M,0,1,0,0
Cesc Fbregas,M,22,3,3,11
Samir Nasri,M,28,2,10,1
Denilson,M,6,10,0,0
Aaron Ramsey,M,5,2,1,0
Tomas Rosicky,M,8,13,0,1
Alex Song,M,30,1,4,2
Theo Walcott,M,19,9,9,7
Jack Wilshere,M,31,4,1,3
Nicklas Bendtner,F,3,14,2,1
Marouane Chamakh,F,18,11,7,4
Robin van Persie,F,19,6,18,7
