Petr Cech,G,32,0,0,0
David Ospina,G,4,0,0,0
Hector Bellerin,D,34,0,1,4
Calum Chambers,D,2,10,0,0
Kieran Gibbs,D,3,12,1,0
Laurent Koscielny,D,31,0,4,0
Per Mertesacker,D,24,0,0,0
Nacho Monreal,D,34,1,0,2
Gabriel Paulista,D,16,3,1,0
Mikel Arteta,M,0,8,0,0
Santi Cazorla,M,14,0,0,3
Francis Coquelin,M,20,4,0,0
Mohamed Elneny,M,8,1,0,0
Mathieu Flamini,M,12,4,0,0
Alex Iwobi,M,7,5,2,2
Alex Oxlade-Chamberlain,M,9,13,1,0
Aaron Ramsey,M,28,2,5,4
Jack Wilshere,M,0,1,0,0
Mesut zil,M,34,0,6,18
Joel Campbell,F,11,7,3,2
Olivier Giroud,F,24,12,12,5
Alexis Snchez,F,26,2,12,4
Theo Walcott,F,15,12,5,2
Danny Welbeck,F,6,4,4,2
