Brad Jones,G,7,0,0,0
Pepe Reina,G,31,0,0,0
Daniel Agger,D,35,0,3,0
Jamie Carragher,D,16,8,0,1
Conor Coady,D,0,1,0,0
Sebastin Coates,D,2,3,0,0
Martin Kelly,D,4,0,0,0
Martin Skrtel,D,23,2,2,0
Jos Enrique,D,25,4,2,4
Andre Wisdom,D,12,0,0,1
Joe Allen,M,21,6,0,0
Philippe Coutinho,M,12,1,3,5
Stewart Downing,M,25,4,3,5
Steven Gerrard,M,36,0,9,9
Jordan Henderson,M,16,14,5,4
Jordon Ibe,M,1,0,0,1
Lucas,M,24,2,0,1
Jonjo Shelvey,M,9,10,1,0
Raheem Sterling,M,19,5,2,2
Oussama Assaidi,F,0,4,0,0
Fabio Borini,F,5,8,1,0
Suso,F,8,6,0,0
Daniel Sturridge,F,12,9,11,3
Luis Surez,F,33,0,23,5
