Jerzy Dudek,G,30,0,0,0
Chris Kirkland,G,5,0,0,0
Patrice Luzi Bernardi,G,0,1,0,0
Jamie Carragher,D,22,0,0,1
Stephane Henchoz,D,15,3,0,0
Sami Hyypia,D,37,0,4,0
Djimi Traore,D,7,0,0,0
John Welsh,D,0,1,0,0
Igor Biscan,M,26,2,0,0
Bruno Cheyrou,M,9,3,2,0
Salif Diao,M,2,1,0,1
Steve Finnan,M,19,3,0,2
Steven Gerrard,M,33,0,4,7
Dietmar Hamann,M,24,0,2,1
Harry Kewell,M,36,0,7,2
Danny Murphy,M,18,12,5,4
John Arne Riise,M,21,6,0,4
Vladimir Smicer,M,15,5,3,1
Milan Baros,F,6,7,1,3
El-Hadji Diouf,F,19,6,0,2
Anthony Le Tallec,F,3,10,0,1
Michael Owen,F,29,0,16,3
Florent Sinama-Pongolle,F,2,12,2,1
