Gregory Vignal,Free,Out,2005
Jack Hobbs,Signed,In,2005
Jan Kromkamp,Swap,In,2005
John Welsh,Swap,Out,2005
Jon Otsemobor,Free,Out,2005
Josemi,Swap,Out,2005
Mark Gonzalez,4500000,In,2005
Mark Smyth,Free,Out,2005
Mauricio Pellegrino,Free,Out,2005
Milan Baros,6500000,Out,2005
Mohamed Sissoko,5600000,In,2005
Paul Anderson,Signed,In,2005
Paul Harrison,Free,Out,2005
Pepe Reina,6000000,In,2005
Peter Crouch,7000000,In,2005
Ritchie Partridge,Signed,Out,2005
Robbie Fowler,Free,In,2005
Zak Whitbread,Free,Out,2005
Antonio Nunez,Swap,In,2004
Chris Butler,Free,Out,2004
Danny Murphy,2500000,Out,2004
Djibril Cisse,14000000,In,2004
El Hadji Diouf,4000000,Out,2004
Fernando Morientes,6300000,In,2004
Josemi,2000000,In,2004
Luis Garcia,6000000,In,2004
Markus Babbel,Free,Out,2004
Mauricio Pellegrino,Free,In,2004
Michael Owen,8000000,Out,2004
Scott Carson,1000000,In,2004
Stephane Henchoz,Free,Out,2004
Vladimir Smicer,Free,Out,2004
Xabi Alonso,10500000,In,2004
Andrew Nicholas,Free,Out,2003
Daniel Sjolund,Free,Out,2003
Emile Heskey,6250000,Out,2003
Harry Kewell,5000000,In,2003
Patrice Luzi Bernardi,Signed,In,2003
Patrice Luzi Bernardi,£0,In,2003
Pegguy Arphexad,Free,Out,2003
Stephen Vaughan,Free,Out,2003
Steve Finnan,3500000,In,2003
Steven Gillespie,Free,Out,2003
Alou Diarra,Free,In,2002
Anthony Le Tallec,3000000,In,2002
Bruno Cheyrou,3700000,In,2002
Florent Sinama Pongolle,2000000,In,2002
Jamie Redknapp,Free,Out,2002
Jari Litmanen,Free,Out,2002
Jorgen Nielsen,Signed,Out,2002
Mark Peers,Free,Out,2002
Neil Prince,Free,Out,2002
Nick Barmby,2750000,Out,2002
Patrik Berger,Free,Out,2002
Salif Diao,5000000,In,2002
Stephen Wright,3000000,Out,2002
Abel Xavier,800000,In,2001
Alan Navarro, Free,Out,2001
Chris Kirkland,6000000,In,2001
Chris O'Brien,Free,Out,2001
Christian Ziege,4000000,Out,2001
El Hadji Diouf,11000000,In,2001
Frode Kippe,Signed,Out,2001
Gary McAllister,Free,Out,2001
Ian Armstrong,Free,Out,2001
Jerzy Dudek,4850000,In,2001
John Arne Riise,4600000,In,2001
John Miles,Free,Out,2001
Leyton Maxwell,Free,Out,2001
Milan Baros,3600000,In,2001
Nicolas Anelka,Loan,,2001
Robbie Fowler,11000000,Out,2001
Sander Westerveld,3490000,Out,2001
Brad Friedel,Free,Out,2000
Christian Ziege,5500000,In,2000
Daniel Sjolund,1000000,In,2000
David Thompson,2750000,Out,2000
Dominic Matteo,4750000,Out,2000
Erik Meijer,Free,Out,2000
Gregory Vignal,500000,In,2000
Igor Biscan,5500000,In,2000
Jari Litmanen,Free,In,2000
John Boardman,Free,Out,2000
Jon Newby,100000,Out,2000
Nick Barmby,6000000,In,2000
Phil Babb,Free,Out,2000
Rigobert Song,2500000,Out,2000
Steve Staunton,Free,Out,2000
Titi Camara,2200000,Out,2000
Bernard Diomede,3000000,In,1999
Bjorn Kvarme,750000,Out,1999
David James,1700000,Out,1999
Dietmar Hamann,8000000,In,1999
Eifion Jones,Free,Out,1999
Emile Heskey,11000000,In,1999
Erik Meijer,Free,In,1999
Gary McAllister,Free,In,1999
Ian Dunbavin,Free,Out,1999
Jamie Cassidy,Free,Out,1999
Jean-Michel Ferri,1500000,Out,1999
Karlheinz Riedle,200000,Out,1999
Markus Babbel,Signed,In,1999
Oyvind Leonhardsen,2800000,Out,1999
Paul Ince,1000000,Out,1999
Pegguy Arphexad,Free,In,1999
Sander Westerveld,4000000,In,1999
Sean Dundee,1000000,Out,1999
Stephane Henchoz,3500000,In,1999
Steve McManaman,Free,Out,1999
