Pepe Reina,G,38,0,0,0
Daniel Agger,D,4,1,0,0
lvaro Arbeloa,D,26,2,0,2
Fabio Aurelio,D,13,3,1,1
Jamie Carragher,D,34,1,0,2
Steve Finnan,D,21,3,0,2
Jack Hobbs,D,1,1,0,0
Sami Hyypia,D,24,3,1,1
Emiliano Insua,D,2,1,0,0
Martin Skrtel,D,13,1,0,0
Xabi Alonso,M,16,3,2,1
Yossi Benayoun,M,15,15,4,1
Steven Gerrard,M,32,2,11,11
Harry Kewell,M,8,2,0,1
Javier Mascherano,M,25,0,1,1
Jermaine Pennant,M,14,4,2,3
Lucas,M,12,6,0,5
Damien Plessis,M,2,0,0,0
John Arne Riise,M,22,7,0,4
Andriy Voronin,F,13,6,5,2
Ryan Babel,F,15,15,4,3
Peter Crouch,F,9,12,5,3
Dirk Kuyt,F,24,8,3,6
Fernando Torres,F,29,4,24,3
