Wilfredo Caballero,G,3,1,0,0
Joe Hart,G,32,0,0,0
Gal Clichy,D,10,2,0,1
Martn Demichelis,D,10,9,0,0
Aleksandar Kolarov,D,24,4,3,3
Vincent Kompany,D,13,1,2,0
Eliaquim Mangala,D,20,0,0,0
Nicols Otamendi,D,27,0,1,0
Bacary Sagna,D,25,1,0,3
Pablo Zabaleta,D,11,1,0,1
Bersant Celina,M,0,1,0,1
Kevin De Bruyne,M,20,3,6,9
Fabian Delph,M,7,9,2,0
Manu Garca,M,0,1,0,0
Samir Nasri,M,3,7,2,2
Jess Navas,M,22,9,0,6
Fernando,M,15,7,2,0
Fernandinho,M,28,2,2,1
David Silva,M,23,2,2,11
Yaya Tour,M,28,2,6,5
Sergio Agero,F,27,1,23,2
Wilfried Bony,F,12,12,4,3
Kelechi Iheanacho,F,4,19,5,1
Raheem Sterling,F,22,7,6,2
