Joe Hart,G,31,0,0,0
Costel Pantilimon,G,7,0,0,0
Dedryck Boyata,D,1,0,0,0
Gal Clichy,D,18,2,0,0
Martn Demichelis,D,27,0,2,1
Aleksandar Kolarov,D,21,9,1,7
Vincent Kompany,D,28,0,4,1
Joleon Lescott,D,8,2,0,0
Matija Nastasic,D,11,2,0,0
Micah Richards,D,2,0,0,0
Pablo Zabaleta,D,34,1,1,6
Javi Garcia,M,14,15,0,0
James Milner,M,12,19,1,4
Samir Nasri,M,29,5,7,7
Jess Navas,M,18,12,4,7
Jack Rodwell,M,1,4,0,0
Fernandinho,M,29,4,5,3
David Silva,M,26,1,7,9
Yaya Tour,M,35,0,20,9
Sergio Agero,F,20,3,17,6
Edin Dzeko,F,23,8,16,1
Stevan Jovetic,F,2,11,3,1
lvaro Negredo,F,21,11,9,3
