Joe Hart,G,26,0,0,0
Andreas Isaksson,G,5,0,0,0
Michael Ball,D,19,9,0,0
Vedran Corluka,D,34,1,0,3
Richard Dunne,D,36,0,0,0
Javier Garrido,D,21,6,0,1
Sun Jihai,D,7,7,0,0
Nedum Onuoha,D,13,3,1,1
Micah Richards,D,25,0,0,0
Sam Williamson,D,0,1,0,0
Elano,M,29,5,8,8
Gelson Fernandes,M,21,5,2,0
Deiberson  Mauricio Geovanni,M,2,17,3,1
Dietmar Hamann,M,26,3,0,0
Stephen Ireland,M,32,1,4,3
Michael Johnson,M,23,0,2,3
Martin Petrov,M,34,0,5,9
Valeri Bojinov,F,1,2,0,0
Felipe Caicedo,F,0,10,0,0
Nery Castillo,F,2,5,0,0
Emile Mpenza,F,8,7,2,1
Benjani Mwaruwari,F,34,2,15,3
Daniel Sturridge,F,2,1,1,1
Darius Vassell,F,21,6,6,3
