Joe Hart,G,38,0,0,0
Jrome Boateng,D,14,2,0,0
Dedryck Boyata,D,5,2,0,0
Aleksandar Kolarov,D,20,4,1,0
Vincent Kompany,D,37,0,0,1
Joleon Lescott,D,20,2,3,1
Ryan McGivern,D,0,1,0,0
Micah Richards,D,16,2,1,1
Kolo Tour,D,21,1,1,0
Reece Wabara,D,0,1,0,0
Pablo Zabaleta,D,21,5,2,2
Gareth Barry,M,31,2,2,2
Adam Johnson,M,15,16,4,5
James Milner,M,24,9,1,6
Abdul Razak,M,0,1,0,0
David Silva,M,30,5,4,7
Yaya Tour,M,35,0,8,4
Patrick Vieira,M,4,11,2,0
Shaun Wright-Phillips,M,2,5,0,0
Nigel de Jong,M,30,2,1,1
Emmanuel Adebayor,F,2,6,1,0
J,F,3,9,0,0
Mario Balotelli,F,12,5,6,0
Edin Dzeko,F,8,7,2,2
Carlos Tevez,F,30,1,20,6
