2008,12,Stoke,38,55,17,45
2009,11,Stoke,34,48,14,47
2010,13,Stoke,46,48,-2,46
2011,14,Stoke,36,53,-17,45
2012,13,Stoke,34,45,-11,42
2013,9,Stoke,45,52,-7,50
2014,9,Stoke,48,45,+3,54
