2003,3,Newcastle,63,48,15,69
2004,5,Newcastle,52,40,12,56
2005,14,Newcastle,47,57,10,44
2006,7,Newcastle,47,42,5,58
2007,13,Newcastle,38,47,9,43
2008,12,Newcastle,45,65,20,43
2009,18,Newcastle,40,59,19,34
2011,12,Newcastle,56,57,-1,46
2012,5,Newcastle,56,51,+5,65
2013,16,Newcastle,45,68,-23,41
2014,10,Newcastle,43,59,-16,49
2015,15,Newcastle,40,63,-23,39
2016,17,Newcastle,39,64,-25,33
