Tim Howard,G,36,0,0,0
Jan Mucha,G,2,0,0,0
Mason Springthorpe,G,0,0,0,0
Leighton Baines,D,38,0,5,5
Tyias Browning,D,0,0,0,0
Seamus Coleman,D,24,2,0,5
Shane Duffy,D,0,1,0,0
Luke Garbutt,D,--,--,--,--
John Heitinga,D,17,9,0,0
Tony Hibbert,D,4,2,0,0
Phil Jagielka,D,36,0,2,1
Bryan Oviedo,D,1,14,0,1
John Stones,D,0,0,0,0
Ross Barkley,M,2,5,0,0
Marouane Fellaini,M,31,0,11,5
Darron Gibson,M,22,1,1,2
Thomas Hitzlsperger,M,4,3,0,0
Matthew Kennedy,M,0,0,0,0
Phil Neville,M,11,0,0,1
Leon Osman,M,36,0,5,2
Steven Pienaar,M,35,0,6,6
Francisco Jnior,M,0,0,0,0
Victor Anichebe,F,19,7,6,4
Nikica Jelavic,F,26,11,7,2
Conor McAleny,F,--,--,--,--
Kevin Mirallas,F,23,4,6,3
Steven Naismith,F,13,18,4,1
Apostolos Vellios,F,0,6,0,1
