John Ruddy,G,0,1,0,0
Iain Turner,G,2,1,0,0
Richard Wright,G,14,1,0,0
Patrick Boyle,D,--,--,--,--
Tony Hibbert,D,29,0,0,0
Mark Hughes,D,--,--,--,--
Joleon Lescott,D,--,--,--,--
Gary Naysmith,D,7,0,0,0
Phil Neville,D,34,0,0,0
Nuno Valente,D,20,0,0,0
Alessandro Pistone,D,2,0,0,0
Alan Stubbs,D,13,1,0,0
David Weir,D,32,1,1,0
Joseph Yobo,D,29,0,1,0
Mikel Arteta,M,27,2,1,7
Tim Cahill,M,32,0,6,3
Lee Carsley,M,3,2,0,0
Simon Davies,M,22,8,1,1
Kevin Kilbane,M,21,13,0,2
Leon Osman,M,28,7,4,4
Bjarni Thor Vidarsson,M,0,0,0,0
Lawrence Wilson,M,--,--,--,--
Victor Anichebe,F,0,2,1,0
James Beattie,F,29,3,10,2
Duncan Ferguson,F,7,20,1,0
Andrew Johnson,F,--,--,--,--
James McFadden,F,24,8,6,3
Andy Van der Meyde,F,7,3,0,3
James Vaughan,F,0,1,0,0
